username,word_segment,punctuation_segment,numeric_segment,reverse,slangify,merge
goluhaque,"lu,go,haque",goluhaque,,euqahulog,,lu go haque euqahulog goluhaque
Av3r4ge,av3r4ge,av3r4ge,,eg4r3va,"avsrrge,average,vsr,avsrage,rage,avs,a,averrge,rge,aver",av3r4ge avsrrge average vsr eg4r3va avsrage rage avs a averrge rge aver
Reckless,reckless,reckless,,sselkcer,,sselkcer reckless
SoMuchForSubtlety,"much,so,for,subtlety",somuchforsubtlety,,yteltbusrofhcumos,,somuchforsubtlety much so subtlety yteltbusrofhcumos for
sik,sik,sik,,kis,,kis sik
2600-Irishman,"irishman,2600","irishman,2600","irishman,2600",namhsiri-,,namhsiri-  2600 irishman
Aftershock51,"aftershock,51",aftershock51,"aftershock,51",kcohsretfa,,aftershock aftershock51 kcohsretfa 51
KyleJ22,kylej22,kylej22,"22,kyle,j",jelyk,,22 kylej22 jelyk kyle j
Insensus,"sensus,in",insensus,,susnesni,,susnesni sensus in insensus
k00lboarder4,k00lboarder4,k00lboarder4,"k00l,4,boarder",redraobl00k,"koolboardera,kool,boarder,board,a,err,koolboarderr",koolboardera 4 redraobl00k k00l kool boarder k00lboarder4 board a err koolboarderr
MrMayhem,"mr,mayhem",mrmayhem,,mehyamrm,,mayhem mrmayhem mr mehyamrm
paru,paru,paru,,urap,,paru urap
super_,super,",super",,_repus,,super _repus
curt49,curt49,curt49,"49,curt",truc,,truc curt 49 curt49
ComputerShark,"shark,computer",computershark,,krahsretupmoc,,shark computershark computer krahsretupmoc
BlowMagnum,"blow,magnum",blowmagnum,,mungamwolb,,mungamwolb magnum blow blowmagnum
Fibrox,fibrox,fibrox,,xorbif,,fibrox  xorbif
cruzah,"cruz,ah",cruzah,,hazurc,,cruz  ah cruzah hazurc
Fornax91,"nax91,for",fornax91,"fornax,91",xanrof,,xanrof nax91 91 fornax for fornax91
Gamesterbro,"bro,gamester",gamesterbro,,orbretsemag,,gamesterbro gamester bro orbretsemag
Froger,froger,froger,,regorf,,regorf froger
Corson,corson,corson,,nosroc,,nosroc corson
AvatarofEnigma,"of,avatar,enigma",avatarofenigma,,amgineforatava,,avatarofenigma amgineforatava enigma of avatar
redhat,redhat,redhat,,tahder,,tahder redhat
TheOriginalPasserby,"the,passerby,original",theoriginalpasserby,,ybressaplanigiroeht,,the  theoriginalpasserby original ybressaplanigiroeht passerby
devin122,devin122,devin122,"122,devin",nived,,nived 122 devin122 devin
crayzrocker,"rocker,cray,z",crayzrocker,,rekcorzyarc,,crayzrocker rekcorzyarc cray z rocker
netriderx5,"x5,netrider",netriderx5,"netrider,x,5",xredirten,"xs,netriderxs,netrider",x5 x netriderxs 5 netrider xredirten netriderx5 xs
atrius,"us,tri,a",atrius,,suirta,,us  tri a atrius suirta
Ebon,ebon,ebon,,nobe,,nobe ebon
Jspapp,"jsp,app",jspapp,,ppapsj,,ppapsj jspapp jsp app
rxro,"o,rxr",rxro,,orxr,,orxr rxr rxro o
dj_kat,"kat,dj","kat,dj",,tak_jd,,tak_jd dj kat
Mordecai The Blue,"the,blue,mordecai","the,blue,mordecai",,eulb eht iacedrom,,the  eulb eht iacedrom blue mordecai
Prophet_Ind,"ind,prophet","ind,prophet",,dni_tehporp,,ind  dni_tehporp prophet
Kikienthemist,"the,en,mist,kiki",kikienthemist,,tsimehtneikik,,the  en kiki tsimehtneikik kikienthemist mist
manonthem00n,"the,m00n,man,on",manonthem00n,,n00mehtnonam,"the,man,manonthemoon,on,moon",the  manonthem00n man manonthemoon on m00n moon n00mehtnonam
mohamed1,"1,mohamed",mohamed1,"mohamed,1",demahom,"i,t,l,mohamedl,mohamedi,mohamed,mohamedt",i t 1 l mohamedl mohamedi demahom mohamed mohamed1 mohamedt
LikWiDeth,"th,lik,wide",likwideth,,htediwkil,,lik th htediwkil wide likwideth
RedMorkai,"red,kai,mor",redmorkai,,iakromder,,iakromder redmorkai red kai mor
lollerz,"l,oller,z",lollerz,,zrellol,,z l oller zrellol lollerz
ediXH,"edi,xh",edixh,,hxide,,hxide edixh xh edi
shan1392,shan1392,shan1392,"1392,shan",nahs,,shan1392 shan nahs 1392
franckd25,franckd25,franckd25,"25,franck,d",dkcnarf,,dkcnarf franckd25 d franck 25
jundis,"dis,jun",jundis,,sidnuj,,sidnuj jundis jun dis
Psiber_Syn,"syn,psiber","syn,psiber",,nys_rebisp,,syn psiber nys_rebisp
Blacktron109,"tron109,black",blacktron109,"tron,109,black",nortkcalb,,blacktron109 tron  109 tron109 nortkcalb black
JodyJ,"jody,j",jodyj,,jydoj,,jodyj jydoj jody j
RatkinHHK,"hk,rat,kinh",ratkinhhk,,khhniktar,,kinh rat hk khhniktar ratkinhhk
slawter123,slawter123,slawter123,"slaw,ter,123",retwals,,123 ter slawter123 slaw retwals
m4c,m4c,m4c,,c4m,"mrc,mac",mac c4m m4c mrc
james713,"james,713",james713,"james,713",semaj,,james713 semaj 713 james
NWMonster,"nw,monster",nwmonster,,retsnomwn,,monster nwmonster nw retsnomwn
Do0kski,do0kski,do0kski,,iksk0od,"ok,ski,dookski,do",do ok do0kski dookski iksk0od ski
Phyroxis,"rox,phy,is",phyroxis,,sixoryhp,,rox sixoryhp phyroxis is phy
wanpeace,"wan,peace",wanpeace,,ecaepnaw,,wan wanpeace ecaepnaw peace
batch file,"batch,file","batch,file",,elif hctab,,elif hctab batch file
voodoojai,"jai,voodoo",voodoojai,,iajoodoov,,jai voodoojai iajoodoov voodoo
exzy,"zy,ex",exzy,,yzxe,,exzy yzxe ex zy
Zakir101,zakir101,zakir101,"101,zakir",rikaz,,zakir101 101 rikaz zakir
gabz009,gabz009,gabz009,"gab,009,z",zbag,,gab zbag gabz009 z 009
freak_92,freak92,"freak,92","freak,92",_kaerf,,freak 92 freak92 _kaerf
ghost107,"ghost,107",ghost107,"ghost,107",tsohg,,tsohg  ghost 107 ghost107
smegskull,"skull,smeg",smegskull,,lluksgems,,smegskull skull smeg lluksgems
Rockl13,rockl13,rockl13,"l,rock,13",lkcor,,rockl13 13 lkcor rock l
meisamb,"mb,me,is,a",meisamb,,bmasiem,,meisamb mb bmasiem a me is
mm_kgb,"kgb,mm","kgb,mm",,bgk_mm,,bgk_mm kgb mm
lacktorium,"to,lack,rium",lacktorium,,muirotkcal,,lacktorium muirotkcal to lack rium
jericho11,"jericho,11",jericho11,"jericho,11",ohcirej,,jericho ohcirej 11 jericho11
protokid1516,protokid1516,protokid1516,"proto,kid,1516",dikotorp,,protokid1516 proto kid dikotorp 1516
fly3rbug,fly3rbug,fly3rbug,,gubr3ylf,"flysrbug,fly,flyer,bug,flyerbug,sr",flysrbug fly gubr3ylf flyer bug flyerbug sr fly3rbug
llllHackerZ,"llll,hackerz",llllhackerz,,zrekcahllll,,zrekcahllll llll llllhackerz hackerz
euflocking,"eu,flocking",euflocking,,gnikcolfue,,gnikcolfue eu euflocking flocking
kujinR,"jinr,ku",kujinr,,rnijuk,,jinr ku rnijuk kujinr
gtrrkicw,"rk,gtr,icw",gtrrkicw,,wcikrrtg,,gtr wcikrrtg gtrrkicw rk icw
MrMajestic,"mr,majestic",mrmajestic,,citsejamrm,,citsejamrm majestic mrmajestic mr
danfman,"man,f,dan",danfman,,namfnad,,danfman man namfnad dan f
reckoner,reckoner,reckoner,,renokcer,,renokcer reckoner
Termous,"ous,term",termous,,suomret,,suomret termous ous term
Jon_Stockton,"jon,stockton","jon,stockton",,notkcots_noj,,notkcots_noj jon stockton
zero6992,zero6992,zero6992,"6992,zero",orez,,zero6992 6992 orez zero
c_porter84,cporter84,"c,porter84","c,84,porter",retrop_c,,c retrop_c porter porter84 84 cporter84
Rikuto,"riku,to",rikuto,,otukir,,to otukir rikuto riku
haha01haha01,haha01haha01,haha01haha01,"haha01haha,01",ahah10ahah,"ol,ot,oi,hahaothaha,hahaolhaha,haha,hahaoihaha",ahah10ahah ol ot haha01haha oi hahaothaha hahaolhaha haha01haha01 01 haha hahaoihaha
HolaKittie,"hola,kittie",holakittie,,eittikaloh,,kittie eittikaloh holakittie hola
mystery-nl,"mystery,nl","mystery,nl",,ln-yretsym,,mystery nl ln-yretsym
dodo444,dodo444,dodo444,"444,dodo",odod,,dodo dodo444 444 odod
Game_Hacker,"game,hacker","game,hacker",,rekcah_emag,,game  rekcah_emag hacker
Gwethir,"g,we,thir",gwethir,,rihtewg,,g we gwethir thir rihtewg
wan26,wan26,wan26,"wan,26",naw,,wan wan26 26 naw
DemonHorn,"horn,demon",demonhorn,,nrohnomed,,nrohnomed demon demonhorn horn
mongo1983,mongo1983,mongo1983,"mongo,1983",ognom,,mongo mongo1983 1983 ognom
whi5k3y,whi5k3y,whi5k3y,,y3k5ihw,"whiskey,whisks,whisksy,y",y whiskey whisks whi5k3y whisksy y3k5ihw
KilledByShoes,"shoes,killed,by",killedbyshoes,,seohsybdellik,,killed shoes killedbyshoes by seohsybdellik
jack10121992,jack10121992,jack10121992,"10121992,jack",kcaj,,10121992 kcaj jack10121992 jack
yepyep,yep,yepyep,,peypey,,yep peypey yepyep
Inkhosi,"i,ink,hos",inkhosi,,isohkni,,i ink isohkni inkhosi hos
hacksys1337,hacksys1337,hacksys1337,"sys,hack,1337",syskcah,,1337 syskcah sys hack hacksys1337
ParadigmBLU3,"paradigm,blu3",paradigmblu3,"paradigm,blu,3",ulbmgidarap,"paradigm,paradigmblue,paradigmblus,blus,blue",paradigm paradigmblu3 ulbmgidarap paradigmblue paradigmblus blu3 3 blu blus blue
vijay3354,vijay3354,vijay3354,"3354,vijay",yajiv,,yajiv 3354 vijay vijay3354
smallmanda,"manda,small",smallmanda,,adnamllams,,manda adnamllams  small smallmanda
cpl1337,cpl1337,cpl1337,"1337,cpl",lpc,,cpl1337 1337 cpl lpc
Omega3,"omega,3",omega3,"omega,3",agemo,"omega,omegae,e,omegas",omegae 3 omegas omega omega3 agemo e
ilikepie1122,ilikepie1122,ilikepie1122,"1122,pie,i,like",eipekili,,1122 i eipekili like ilikepie1122 pie
kiddietron,"tron,kiddie",kiddietron,,norteiddik,,tron norteiddik kiddie kiddietron
gaaraman08,gaaraman08,gaaraman08,"man,08,gaara",namaraag,,man namaraag gaaraman08 08 gaara
SGX,sgx,sgx,,xgs,,xgs sgx
samleigh666,samleigh666,samleigh666,"666,sam,leigh",hgielmas,,samleigh666 666 leigh sam hgielmas
SMK,smk,smk,,kms,,smk kms
st3y3,st3y3,st3y3,"st3y,3",y3ts,"steye,sys,st,stsys,eye",st3y steye sys st 3 y3ts st3y3 stsys eye
Camaray,"camara,y",camaray,,yaramac,,camaray camara y yaramac
jvwarrior,"jv,warrior",jvwarrior,,roirrawvj,,jvwarrior jv warrior roirrawvj
vashtsakared,"va,red,shts,aka",vashtsakared,,derakasthsav,,vashtsakared red derakasthsav shts va aka
Cdmkiller,"killer,cdm",cdmkiller,,rellikmdc,,killer  cdm rellikmdc cdmkiller
michael 8,"michael,8","michael,8","michael,8", leahcim,,michael 8  leahcim
tarantulas,tarantulas,tarantulas,,salutnarat,,tarantulas salutnarat
ExPaladin,"paladin,ex",expaladin,,nidalapxe,,nidalapxe expaladin ex paladin
Sir_Ben,"ben,sir","ben,sir",,neb_ris,,neb_ris ben sir
Xanghi13,xanghi13,xanghi13,"xang,hi,13",ihgnax,,13 xang xanghi13 hi ihgnax
Skyfa11,skyfa11,skyfa11,"fa,sky,11",afyks,,fa skyfa11 11 sky afyks
Bhart90,bhart90,bhart90,"90,hart,b",trahb,,hart bhart90 90 trahb b
McStarnes,"starnes,mc",mcstarnes,,senratscm,,starnes senratscm mcstarnes mc
Dr_Phil,"dr,phil","dr,phil",,lihp_rd,,dr  phil lihp_rd
Wootz,"woot,z",wootz,,ztoow,,woot wootz ztoow z
TobiasGray,"tobias,gray",tobiasgray,,yargsaibot,,tobiasgray tobias yargsaibot gray
jdecked,"decked,j",jdecked,,dekcedj,,decked dekcedj jdecked j
ATF311,atf311,atf311,"311,at,f",fta,,atf311 311 at fta f
robrecht,"obrecht,r",robrecht,,thcerbor,,thcerbor obrecht robrecht r
Acidiferous,"us,acid,if,ero",acidiferous,,suorefidica,,us  acid acidiferous if suorefidica ero
AKI_SER,"kiser,a","aki,ser",,res_ika,,ser kiser a aki res_ika
lucky 0xD,"lucky,0xd","lucky,0xd",,dx0 ykcul,"lucky oxd,lucky,xd,o",dx0 ykcul xd lucky lucky oxd o 0xd
xero-x,xerox,"xero,x",,x-orex,,x xero xerox x-orex
f3jk3r,f3jk3r,f3jk3r,,r3kj3f,"fejker,ker,fe,fsjksr,ksr,fsj,j",r3kj3f fejker ker f3jk3r fe fsjksr ksr fsj j
MindDaddy,"mind,daddy",minddaddy,,yddaddnim,,minddaddy yddaddnim mind daddy
IRISHSPAZZ,"irish,spazz",irishspazz,,zzapshsiri,,zzapshsiri spazz irish irishspazz
Peanuckle,"pean,uck,le",peanuckle,,elkcunaep,,elkcunaep peanuckle le pean uck
RiptideTempora,"tempora,riptide",riptidetempora,,aropmeteditpir,,riptide riptidetempora tempora aropmeteditpir
HunterKayy,"kay,y,hunter",hunterkayy,,yyakretnuh,,y yyakretnuh kay hunterkayy hunter
Musictarian,"tarian,music",musictarian,,nairatcisum,,musictarian music tarian nairatcisum
AbaxHacker,"a,bax,hacker",abaxhacker,,rekcahxaba,,bax hacker rekcahxaba abaxhacker a
EWizard,"e,wizard",ewizard,,draziwe,,draziwe ewizard e wizard
jpjp4687,jpjp4687,jpjp4687,"4687,jp",pjpj,,jpjp4687 4687 pjpj jp
CodinCody,"cod,in,cody",codincody,,ydocnidoc,,cod cody in codincody ydocnidoc
EliteRanger,"elite,ranger",eliteranger,,regnaretile,,regnaretile elite ranger eliteranger
a13x4nd7u,a13x4nd7u,a13x4nd7u,,u7dn4x31a,"alexand7u,alexrnd7u,and,7u,aisxand7u,atexrnd7u,alsxrnd7u,atexand7u,atsxand7u,aisxrnd7u,alex,alsxand7u,aiexrnd7u,aiexand7u,atsxrnd7u",alexand7u alexrnd7u and 7u aisxand7u atexrnd7u alsxrnd7u aiexand7u atexand7u atsxand7u aisxrnd7u alex a13x4nd7u alsxand7u aiexrnd7u u7dn4x31a atsxrnd7u
Sideshow1987,"1987,sideshow",sideshow1987,"1987,sideshow",wohsedis,,1987 sideshow1987 sideshow wohsedis
backham0206,"back,ham0206",backham0206,"0206,ham,back",mahkcab,,0206 mahkcab backham0206 back ham0206 ham
SentientApple,"sentient,apple",sentientapple,,elppatneitnes,,elppatneitnes sentientapple apple sentient
supalozmanc,"loz,supa,man,c",supalozmanc,,cnamzolapus,,c man loz supalozmanc supa cnamzolapus
PaCkEtPiRaTe,"pirate,packet",packetpirate,,etariptekcap,,pirate packetpirate packet etariptekcap
lightposted,"posted,light",lightposted,,detsopthgil,,detsopthgil light posted lightposted
jagris,"jagr,is",jagris,,sirgaj,,sirgaj jagris jagr is
Outsider420,"outside,r420",outsider420,"outsider,420",redistuo,,redistuo 420 outsider420 r420 outside outsider
cRaxEd,"cr,axed",craxed,,dexarc,,axed cr craxed dexarc
phfle1,phfle1,phfle1,"phf,1,le",elfhp,"phflei,let,phf,phflet,ph,lei,el,phflel,fl",phflei let phf phflet 1 ph lei el phfle1 phflel le elfhp fl
fluffybunny2142,"fluffy,bunny2142",fluffybunny2142,"bunny,2142,fluffy",ynnubyffulf,,bunny fluffybunny2142 ynnubyffulf bunny2142 2142 fluffy
unknown08008,"08008,unknown",unknown08008,"08008,unknown",nwonknu,,08008 nwonknu unknown08008 unknown
Kamman,kamman,kamman,,nammak,,kamman nammak
karial,"arial,k",karial,,lairak,,arial lairak k karial
bxrbaseball,"baseball,bxr",bxrbaseball,,llabesabrxb,,baseball llabesabrxb bxr bxrbaseball
badcat,"cat,bad",badcat,,tacdab,,bad cat badcat tacdab
tantricMeta,"meta,tantric",tantricmeta,,atemcirtnat,,meta atemcirtnat tantric tantricmeta
dartosgamer,"gamer,os,dart",dartosgamer,,remagsotrad,,remagsotrad dart os dartosgamer gamer
buckdich1,buckdich1,buckdich1,"buck,dich,1",hcidkcub,"buck,dicht,i,buckdichl,buckdichi,l,dich,buckdicht",buck dicht hcidkcub i buckdichl buckdich1 1 buckdichi l dich buckdicht
ingenium,ingenium,ingenium,,muinegni,,muinegni ingenium
clovislomb2,clovislomb2,clovislomb2,"lomb,2,clovis",bmolsivolc,"lomb,clovislombz,z,clovis",clovis bmolsivolc clovislomb2 2 z lomb clovislombz
rand0mguy8,rand0mguy8,rand0mguy8,"8,rand0mguy",yugm0dnar,"randomguy8,random,guy8",randomguy8 8 random rand0mguy8 yugm0dnar guy8 rand0mguy
Szayel,"sza,el,y",szayel,,leyazs,,y leyazs el szayel sza
mcreason,"mc,reason",mcreason,,nosaercm,,mcreason nosaercm mc reason
ryuujinsukai,ryuujinsukai,ryuujinsukai,,iakusnijuuyr,,iakusnijuuyr ryuujinsukai
drumbum360,drumbum360,drumbum360,"bum,360,drum",mubmurd,,drumbum360 drum 360 mubmurd bum
Drew956,drew956,drew956,"956,drew",werd,,956 werd drew drew956
KhainiKing,"ni,khai,king",khainiking,,gnikiniahk,,khainiking ni khai gnikiniahk king
IDNeon,"neon,id",idneon,,noendi,,idneon noendi id neon
Swarttica,"swart,tica",swarttica,,acittraws,,tica swarttica swart acittraws
FurryDonkeyy,"furry,donkey,y",furrydonkeyy,,yyeknodyrruf,,yyeknodyrruf donkey y furry furrydonkeyy
cobraBV,"cobra,bv",cobrabv,,vbarboc,,bv cobrabv vbarboc cobra
2ex,2ex,2ex,"2,ex",xe,zex,2 ex xe 2ex zex
darkfireblaze,"blaze,darkfire",darkfireblaze,,ezalberifkrad,,blaze darkfireblaze darkfire ezalberifkrad
Paradoxje,"je,paradox",paradoxje,,ejxodarap,,je paradox paradoxje ejxodarap
koyo_tfw,"tfw,koyo","tfw,koyo",,wft_oyok,,tfw koyo wft_oyok
poptart6425,poptart6425,poptart6425,"6425,poptart",tratpop,,poptart poptart6425 6425 tratpop
AgSmith,"ag,smith",agsmith,,htimsga,,htimsga smith ag agsmith
machim15,machim15,machim15,"him,mac,15",mihcam,,machim15 him 15 mac mihcam
Gazok,"ok,gaz",gazok,,kozag,,ok gazok gaz kozag
hjk145,hjk145,hjk145,"145,hjk",kjh,,hjk145 kjh hjk 145
h4z0r790,h4z0r790,h4z0r790,"h4z0r,790",r0z4h,"hr,hazor,z,hrzor,or",h4z0r hr hazor z h4z0r790 hrzor or r0z4h 790
Darn,darn,darn,,nrad,,darn nrad
delta42,"42,delta",delta42,"42,delta",atled,,delta delta42 atled 42
lordkato,"kato,lord",lordkato,,otakdrol,,kato  otakdrol lordkato lord
poizone,"poi,zone",poizone,,enoziop,,zone poi enoziop poizone
mushaks,"ks,musha",mushaks,,skahsum,,mushaks musha skahsum ks
youregone,"your,e,gone",youregone,,enogeruoy,,gone youregone your enogeruoy e
ysNoi,"ys,noi",ysnoi,,ionsy,,ysnoi ys ionsy noi
hacker_rob,"rob,hacker","rob,hacker",,bor_rekcah,,bor_rekcah rob hacker
jikxhtml,"jik,xhtml",jikxhtml,,lmthxkij,,lmthxkij xhtml jikxhtml jik
Draggonn,"drag,go,nn",draggonn,,nnoggard,,drag  go nnoggard draggonn nn
randomboy,"boy,random",randomboy,,yobmodnar,,random boy randomboy yobmodnar
MASTERXP,"master,xp",masterxp,,pxretsam,,pxretsam masterxp xp master
zackfett1337,zackfett1337,zackfett1337,"zack,fett,1337",ttefkcaz,,zack zackfett1337 1337 ttefkcaz fett
Pathological Liar,"pathological,liar","pathological,liar",,rail lacigolohtap,,pathological rail lacigolohtap liar
fuluji,"uji,ful",fuluji,,ijuluf,,uji ful ijuluf fuluji
InsomniaArt,"art,insomnia",insomniaart,,traainmosni,,insomniaart  art insomnia traainmosni
newbie2this,"this,newbie,2",newbie2this,,siht2eibwen,"this,newbie,newbiezthis,z",this  siht2eibwen newbiezthis newbie newbie2this 2 z
ghostheadx2,"x2,ghost,head",ghostheadx2,"x,ghost,2,head",xdaehtsohg,"ghostheadxz,xz,ghost,head",xz x ghostheadx2 ghost 2 x2 ghostheadxz xdaehtsohg head
Xeccutor,"or,xec,cut",xeccutor,,rotuccex,,xec cut rotuccex xeccutor or
lostabyss,"lost,abyss",lostabyss,,ssybatsol,,lost lostabyss abyss ssybatsol
nintendoelf,"elf,nintendo",nintendoelf,,fleodnetnin,,fleodnetnin nintendoelf elf nintendo
iHackU234,ihacku234,ihacku234,"u,234,i,hack",ukcahi,,u 234 ihacku234 i hack ukcahi
lethallaunch4eva,"lethal,launch,4eva",lethallaunch4eva,,ave4hcnuallahtel,"lethallaunchaeva,eva,lethal,lethallaunchreva,reva,a,launch",lethallaunchaeva eva ave4hcnuallahtel lethal lethallaunchreva reva a lethallaunch4eva 4eva launch
trevp,"trev,p",trevp,,pvert,,pvert trevp trev p
BiOAtK,"bio,atk",bioatk,,ktaoib,,bio atk bioatk ktaoib
swinterry,"sw,terry,in",swinterry,,yrretniws,,in sw swinterry yrretniws terry
mestar,"me,star",mestar,,ratsem,,ratsem mestar star me
Lynus,"lyn,us",lynus,,sunyl,,lyn us  sunyl lynus
the13ghost2,"the,13ghost2",the13ghost2,"the,ghost,2,13",tsohg31eht,"the,theteghostz,theleghostz,ie,leg,thetsghostz,ghost,z,te,host,thelsghostz,is,theisghostz,ts,theieghostz,ls",2 is theieghostz ts tsohg31eht leg ghost z theisghostz thelsghostz 13ghost2 theteghostz 13 thetsghostz ls the the13ghost2 theleghostz ie te host
AlexInHell,"alex,hell,in",alexinhell,,llehnixela,,llehnixela hell in alex alexinhell
lordnova,"lord,nova",lordnova,,avondrol,,nova lord lordnova avondrol
gorio,"go,rio",gorio,,oirog,,go gorio rio oirog
zx9,zx9,zx9,"zx,9",xz,,zx9 xz 9 zx
Camilta,"ilta,cam",camilta,,atlimac,,atlimac ilta cam camilta
Mars7411,mars7411,mars7411,"7411,mars",sram,,mars7411 mars 7411 sram
voodooKobra,"voodoo,kobra",voodookobra,,arbokoodoov,,arbokoodoov voodookobra voodoo kobra
Deuk,"uk,de",deuk,,kued,,de deuk uk kued
hagman9,hagman9,hagman9,"hagman,9",namgah,,9 hagman hagman9 namgah
c41n,c41n,c41n,,n14c,"caln,crln,crl,n,cal,crt,cain,cr,cat,catn,crin,in,crtn",caln crln crl n cal crt c41n n14c cain cr cat catn crin in crtn
Kutch,kutch,kutch,,hctuk,,hctuk kutch
mae,mae,mae,,eam,,mae eam
quangntenemy,"quang,nt,enemy",quangntenemy,,ymenetngnauq,,quang  nt enemy ymenetngnauq quangntenemy
HBHarry123,hbharry123,hbharry123,"hb,harry,123",yrrahbh,,hb  hbharry123 123 harry yrrahbh
iscaspar,"is,caspar",iscaspar,,rapsacsi,,rapsacsi iscaspar is caspar
LithobatesGNU,"bates,gnu,litho",lithobatesgnu,,ungsetabohtil,,bates ungsetabohtil lithobatesgnu litho gnu
E_Crime_Blogger,"crime,blogger,e","crime,blogger,e",,reggolb_emirc_e,,crime blogger e reggolb_emirc_e
kanzlooz,"kan,zloo,z",kanzlooz,,zoolznak,,kanzlooz z zoolznak kan zloo
Trze,"ze,tr",trze,,ezrt,,ze trze ezrt tr
jake03,jake03,jake03,"jake,03",ekaj,,ekaj jake03 03 jake
mooph,"moo,ph",mooph,,hpoom,,moo hpoom ph mooph
thotheolh,"the,olh,tho",thotheolh,,hloehtoht,,the  olh thotheolh tho hloehtoht
fbi_1,fbi1,"1,fbi","1,fbi",_ibf,"fbi_l,i,fbi,l,fbi_i,bit,fbi_t,f",fbi_l i 1 fbi l _ibf fbi_i bit fbi1 fbi_t f
henkhooft,"henk,hooft",henkhooft,,tfoohkneh,,hooft henk henkhooft tfoohkneh
M0s3s,m0s3s,m0s3s,,s3s0m,"s,moss,moses,mosss",moss moses s m0s3s s3s0m mosss
poppasmurfenfold,"smurfen,fold,poppa",poppasmurfenfold,,dlofnefrumsappop,,fold poppasmurfenfold dlofnefrumsappop poppa smurfen
not_you,"you,not","you,not",,uoy_ton,,uoy_ton you not
coldhearth666,"h666,cold,heart",coldhearth666,"666,cold,hearth",htraehdloc,,coldhearth666 666 htraehdloc hearth h666 cold heart
Ovan18,ovan18,ovan18,"18,ovan",navo,,ovan navo 18 ovan18
Fawcie,"ie,fawc",fawcie,,eicwaf,,fawcie ie eicwaf fawc
Ranger6451,"range,r6451",ranger6451,"ranger,6451",regnar,,range ranger6451 ranger regnar r6451 6451
penitentpenguin,"penguin,penitent",penitentpenguin,,niugneptnetinep,,penitentpenguin niugneptnetinep penitent penguin
verroq,"roq,ver",verroq,,qorrev,,roq verroq qorrev ver
TobiasMX,"tobias,mx",tobiasmx,,xmsaibot,,xmsaibot tobias mx tobiasmx
yab2,yab2,yab2,"2,yab",bay,"bz,yabz,ya",bz yab2 ya 2 yabz yab bay
ArnoJ,"arno,j",arnoj,,jonra,,arno jonra arnoj j
Nikousek,"use,niko,k",nikousek,,kesuokin,,nikousek k kesuokin use niko
hector91,"91,hector",hector91,"91,hector",rotceh,,hector rotceh 91 hector91
xkdjs,"djs,xk",xkdjs,,sjdkx,,xkdjs sjdkx xk djs
KamWest,"kam,west",kamwest,,tsewmak,,kamwest kam west tsewmak
scnguitar,"guitar,scn",scnguitar,,ratiugncs,,guitar scn ratiugncs scnguitar
mullet,mullet,mullet,,tellum,,mullet tellum
turtleworm,"turtle,worm",turtleworm,,mroweltrut,,mroweltrut worm turtleworm turtle
dhca89,dhca89,dhca89,"89,a,dhc",achd,,achd dhc dhca89 89 a
dummy_user,"user,dummy","user,dummy",,resu_ymmud,,user  dummy resu_ymmud
wolfofloki,"of,wolf,loki",wolfofloki,,ikolfoflow,,wolfofloki of ikolfoflow wolf loki
zane13,zane13,zane13,"zane,13",enaz,,13 zane13 zane enaz
yabbo,"o,yabb",yabbo,,obbay,,obbay yabbo yabb o
Orpheus 47k,"orpheus,47k","orpheus,47k",,k74 suehpro,"a7k,orpheus,orpheus r7k,orpheus a7k,r7k",a7k orpheus k74 suehpro orpheus r7k orpheus a7k r7k 47k
Carlo Gambino,"carlo,gambino","carlo,gambino",,onibmag olrac,,carlo  onibmag olrac gambino
K45P3R,k45p3r,k45p3r,,r3p54k,"krsper,per,psr,krs,kasper,kas,kaspsr,krspsr",per k45p3r psr krs kasper kas kaspsr krsper krspsr r3p54k
stogobot,"bot,s,go,to",stogobot,,tobogots,,go to s bot stogobot tobogots
yoruichi278,yoruichi278,yoruichi278,"ichi,278,yoru",ihciuroy,,278 yoru ichi ihciuroy yoruichi278
